duration,protocol_type,service,src_bytes,dst_bytes,attack_type,label
0.5742,1,0,1130,1464,normal,0
0.0187,0,4,268,55,honeypot_probe,1
0.0003,0,1,60,8,ddos_attack,1
0.209,0,4,276,88,honeypot_probe,1
0.0402,0,0,1386,3751,normal,0
0.0426,0,4,1701,6,honeypot_probe,1
0.0027,0,3,29,48,ddos_attack,1
0.0688,0,1,701,938,normal,0
0.0834,0,2,364,727,normal,0
1.0961,0,2,1433,4045,normal,0
0.3063,1,3,886,2001,normal,0
0.0325,0,4,1139,18,honeypot_probe,1
0.0634,0,0,88,1994,normal,0
0.6045,1,1,1250,3149,normal,0
0.3876,0,0,488,3093,normal,0
0.0535,0,0,1025,3381,normal,0
0.3725,0,4,711,35,honeypot_probe,1
0.3564,0,2,718,1867,normal,0
0.0568,0,4,1130,71,honeypot_probe,1
0.0205,0,1,344,2091,normal,0
0.9677,0,2,306,2542,normal,0
0.0354,0,4,1475,9,honeypot_probe,1
0.0428,0,2,202,3321,normal,0
0.0131,0,0,52,6,ddos_attack,1
1.1428,0,1,213,2572,normal,0
0.2217,0,0,1338,1006,normal,0
0.7996,0,3,1202,4006,normal,0
0.011,0,0,33,58,ddos_attack,1
0.9825,0,0,1013,814,normal,0
0.0337,0,2,905,2240,normal,0
0.3478,0,0,632,3541,normal,0
0.2846,0,3,1386,3143,normal,0
1.0832,0,2,623,1169,normal,0
0.748,0,0,675,2291,normal,0
0.0083,0,4,1860,45,honeypot_probe,1
0.0462,0,4,1806,93,honeypot_probe,1
0.0529,0,4,863,53,honeypot_probe,1
0.3871,0,2,1470,760,normal,0
0.1658,0,4,1045,54,honeypot_probe,1
0.0191,0,3,467,3766,normal,0
1.4509,1,0,371,2609,normal,0
0.1031,0,0,1158,1326,normal,0
0.2169,0,1,1412,2481,normal,0
1.0455,0,3,496,1775,normal,0
1.4444,0,0,1058,350,normal,0
0.1512,0,4,1157,36,honeypot_probe,1
0.0143,0,1,39,57,ddos_attack,1
0.0186,0,1,29,36,ddos_attack,1
1.3717,0,0,407,1327,normal,0
0.0168,0,1,50,2,ddos_attack,1
0.0043,0,0,262,2067,normal,0
0.374,1,0,175,422,normal,0
0.0195,0,0,1067,761,normal,0
0.2832,0,0,301,463,normal,0
0.6477,0,1,655,3250,normal,0
0.0432,0,1,1222,3656,normal,0
0.1695,0,1,1430,2236,normal,0
0.2114,0,0,687,705,normal,0
0.0021,0,4,1594,77,honeypot_probe,1
0.0436,0,4,887,82,honeypot_probe,1
0.5324,0,0,844,611,normal,0
0.8893,0,1,911,1625,normal,0
0.3929,1,3,980,2240,normal,0
1.7754,0,1,129,260,normal,0
0.6741,0,3,1185,712,normal,0
0.0205,1,0,220,3758,normal,0
0.0036,0,4,1173,56,honeypot_probe,1
0.0005,0,1,12,33,ddos_attack,1
0.8181,0,1,1023,3169,normal,0
0.0247,0,3,1384,3940,normal,0
0.0011,0,0,30,45,ddos_attack,1
0.1343,0,1,1348,3160,normal,0
0.0059,0,0,25,63,ddos_attack,1
0.0233,0,0,12,30,ddos_attack,1
0.3159,1,1,594,3088,normal,0
1.3602,0,0,1201,1843,normal,0
0.0932,0,1,691,3156,normal,0
0.0285,0,3,31,40,ddos_attack,1
0.2137,0,1,842,778,normal,0
0.0058,0,0,23,62,ddos_attack,1
0.0102,0,1,18,12,ddos_attack,1
0.2039,1,2,198,2829,normal,0
0.9373,0,1,547,1197,normal,0
0.0019,0,1,41,0,ddos_attack,1
0.1068,0,4,659,9,honeypot_probe,1
0.2922,0,0,791,760,normal,0
0.944,0,1,383,2397,normal,0
0.2137,0,0,664,901,normal,0
0.7253,1,2,539,383,normal,0
2.1182,0,0,465,2449,normal,0
0.0217,0,1,1301,611,normal,0
2.0242,0,1,177,1592,normal,0
0.0525,0,3,37,10,ddos_attack,1
0.901,1,3,156,1559,normal,0
0.017,0,4,1051,56,honeypot_probe,1
0.1585,0,3,623,3478,normal,0
0.3607,0,1,1069,2122,normal,0
0.012,0,1,54,46,ddos_attack,1
0.2399,0,1,226,187,normal,0
0.0015,0,0,11,32,ddos_attack,1
0.8955,0,2,863,933,normal,0
0.0021,0,1,63,11,ddos_attack,1
0.1596,0,2,205,3344,normal,0
0.7314,0,1,263,2580,normal,0
0.0954,0,4,791,29,honeypot_probe,1
0.1232,0,1,1078,555,normal,0
0.9043,0,2,590,2935,normal,0
0.18,1,0,517,873,normal,0
0.0788,0,1,606,449,normal,0
1.0423,0,2,553,2033,normal,0
0.1026,0,1,358,1366,normal,0
0.0113,0,0,205,2893,normal,0
0.2119,0,3,961,818,normal,0
0.2489,0,2,1220,1735,normal,0
0.1671,0,3,1415,889,normal,0
0.439,0,1,1152,320,normal,0
0.1473,0,2,517,2749,normal,0
0.7619,0,1,365,2172,normal,0
0.2249,0,4,1321,87,honeypot_probe,1
0.4753,0,1,1359,2840,normal,0
0.1914,0,4,1013,24,honeypot_probe,1
1.3348,1,3,1247,500,normal,0
0.5646,0,0,199,223,normal,0
0.2032,0,4,1077,81,honeypot_probe,1
0.0901,0,4,1500,9,honeypot_probe,1
0.0602,0,1,871,871,normal,0
0.1107,0,1,389,2815,normal,0
0.4704,0,0,1262,3856,normal,0
0.0018,0,4,1147,21,honeypot_probe,1
0.0436,0,4,340,77,honeypot_probe,1
0.0222,0,4,309,51,honeypot_probe,1
0.2028,0,4,1542,70,honeypot_probe,1
0.0382,0,3,11,62,ddos_attack,1
0.0276,0,3,12,50,ddos_attack,1
0.2428,0,1,917,3660,normal,0
0.0457,1,1,396,2363,normal,0
0.5602,0,2,362,2376,normal,0
0.2608,0,3,946,3136,normal,0
0.0084,0,0,42,9,ddos_attack,1
0.0702,0,2,181,2445,normal,0
0.0318,1,1,363,2203,normal,0
0.6996,0,1,1208,2827,normal,0
0.1633,0,0,375,2551,normal,0
0.0099,0,3,58,33,ddos_attack,1
0.8314,0,2,541,1565,normal,0
0.714,0,0,759,1998,normal,0
0.1309,0,2,373,1724,normal,0
2.2442,0,1,1208,1650,normal,0
0.0044,0,3,60,53,ddos_attack,1
0.1176,0,3,1296,2850,normal,0
0.1914,0,0,811,591,normal,0
0.0054,0,0,32,7,ddos_attack,1
0.1441,0,3,871,2898,normal,0
0.0053,0,0,21,55,ddos_attack,1
0.2109,0,0,1230,3703,normal,0
0.0447,1,0,702,1183,normal,0
0.0063,0,0,42,31,ddos_attack,1
0.0355,0,0,1180,3991,normal,0
0.0738,0,0,374,2343,normal,0
0.1726,0,0,429,1491,normal,0
0.0344,0,4,313,28,honeypot_probe,1
0.7613,0,2,275,2492,normal,0
0.5601,0,1,1478,647,normal,0
0.4241,0,0,669,605,normal,0
0.3835,0,3,385,1845,normal,0
1.4368,0,2,463,795,normal,0
0.1258,1,3,1231,3573,normal,0
0.2513,0,4,396,68,honeypot_probe,1
0.1788,0,0,918,1172,normal,0
0.4474,0,3,658,4069,normal,0
0.2458,0,2,846,3538,normal,0
0.2429,0,1,292,1312,normal,0
0.4617,1,1,1308,2055,normal,0
0.0216,0,1,76,3109,normal,0
0.202,0,1,1245,3146,normal,0
0.9216,0,0,215,3974,normal,0
0.4378,0,1,672,3245,normal,0
2.9343,0,0,1289,693,normal,0
0.0834,1,0,419,483,normal,0
0.6789,0,0,277,1848,normal,0
0.1468,0,4,1338,18,honeypot_probe,1
0.0308,0,4,1366,99,honeypot_probe,1
0.6201,0,1,736,1192,normal,0
0.0046,0,0,43,17,ddos_attack,1
0.3915,0,0,863,2185,normal,0
0.5184,1,0,259,1225,normal,0
0.8233,0,1,224,1384,normal,0
0.3825,0,0,380,2050,normal,0
0.0087,0,0,10,6,ddos_attack,1
0.3423,1,2,370,3629,normal,0
0.0019,0,0,25,2,ddos_attack,1
0.0163,0,4,641,0,honeypot_probe,1
0.226,0,0,919,1145,normal,0
0.0119,0,0,42,32,ddos_attack,1
0.3497,0,2,502,2825,normal,0
0.0221,0,0,484,680,normal,0
0.0063,0,0,57,29,ddos_attack,1
0.0528,0,0,977,1518,normal,0
0.1281,0,1,410,1183,normal,0
0.1942,0,4,398,85,honeypot_probe,1
0.0297,0,1,1474,3484,normal,0
0.2716,0,0,949,1057,normal,0
0.3164,0,3,117,732,normal,0
0.0116,0,4,464,84,honeypot_probe,1
0.0182,0,1,1310,3568,normal,0
1.5071,0,2,1247,3894,normal,0
1.1398,1,1,1141,1428,normal,0
0.1905,1,2,1276,491,normal,0
1.279,0,2,1104,3140,normal,0
0.0307,0,0,232,3022,normal,0
0.2338,0,1,1229,3072,normal,0
0.282,1,2,199,3613,normal,0
0.3398,0,0,268,626,normal,0
0.4361,0,0,227,2499,normal,0
0.0036,0,3,25,58,ddos_attack,1
0.3709,0,0,1307,2450,normal,0
0.1623,0,0,318,2300,normal,0
0.0127,0,0,30,61,ddos_attack,1
0.1948,0,2,1245,855,normal,0
0.0226,0,4,1341,71,honeypot_probe,1
0.3689,0,0,506,2339,normal,0
0.7937,0,0,1087,2035,normal,0
0.006,0,4,764,13,honeypot_probe,1
0.9856,0,0,1369,915,normal,0
0.2795,0,4,1046,8,honeypot_probe,1
0.0006,0,4,1539,83,honeypot_probe,1
0.2145,0,3,354,2218,normal,0
1.2466,0,0,546,2217,normal,0
0.1575,0,4,1239,68,honeypot_probe,1
0.0538,0,4,1997,32,honeypot_probe,1
0.0169,0,4,262,4,honeypot_probe,1
0.003,0,1,56,51,ddos_attack,1
0.3639,0,2,244,301,normal,0
0.1528,0,4,1538,49,honeypot_probe,1
0.0103,0,1,29,19,ddos_attack,1
0.0276,0,0,34,29,ddos_attack,1
0.6704,0,1,546,341,normal,0
0.6978,0,1,219,1201,normal,0
0.0044,0,3,43,30,ddos_attack,1
0.2505,0,0,509,3840,normal,0
0.3273,1,0,1364,1941,normal,0
1.1235,0,0,860,3379,normal,0
0.4911,0,3,463,995,normal,0
0.2405,0,0,303,3937,normal,0
0.2041,0,1,1198,4029,normal,0
0.0939,0,0,736,2509,normal,0
0.0088,0,1,45,9,ddos_attack,1
1.1152,0,1,454,229,normal,0
1.8697,0,0,1012,1696,normal,0
0.0628,0,4,393,8,honeypot_probe,1
0.1562,0,0,1255,3993,normal,0
0.1592,0,2,166,1862,normal,0
0.1292,0,0,1125,2677,normal,0
1.2517,0,2,1184,235,normal,0
0.0508,0,4,1077,78,honeypot_probe,1
0.005,0,4,966,0,honeypot_probe,1
0.0001,0,3,15,4,ddos_attack,1
0.2568,0,1,1391,2013,normal,0
0.0207,0,2,1060,2161,normal,0
0.0022,0,3,37,31,ddos_attack,1
0.927,1,2,444,971,normal,0
0.2338,0,1,220,692,normal,0
0.4026,0,0,137,223,normal,0
0.0067,0,0,12,32,ddos_attack,1
0.7908,0,0,249,270,normal,0
0.1912,0,2,265,3220,normal,0
0.0105,0,0,974,1699,normal,0
0.0698,0,2,560,1457,normal,0
0.0482,0,0,491,855,normal,0
0.0243,0,0,58,2,ddos_attack,1
0.0069,0,4,476,71,honeypot_probe,1
0.7988,0,2,120,3565,normal,0
0.0172,0,4,1203,37,honeypot_probe,1
0.3058,0,1,412,1218,normal,0
0.2223,0,0,208,2361,normal,0
0.1079,0,3,408,2910,normal,0
0.0079,0,0,10,39,ddos_attack,1
0.1739,0,1,926,3953,normal,0
1.2036,0,1,1465,3749,normal,0
0.0075,0,0,60,51,ddos_attack,1
0.2451,0,1,1336,3830,normal,0
0.0128,0,3,18,59,ddos_attack,1
0.2102,0,1,968,2654,normal,0
0.2616,0,2,1438,3068,normal,0
0.0299,1,3,120,1077,normal,0
1.3952,0,2,1489,3083,normal,0
0.3257,0,0,1142,1304,normal,0
0.0177,0,1,777,3416,normal,0
0.0034,0,3,50,59,ddos_attack,1
0.0006,0,3,26,35,ddos_attack,1
0.249,0,3,110,3910,normal,0
0.0242,0,0,11,63,ddos_attack,1
0.0335,0,4,775,6,honeypot_probe,1
0.4536,0,0,109,2899,normal,0
0.0137,0,1,18,21,ddos_attack,1
0.0113,0,1,460,1632,normal,0
0.0324,0,2,796,1168,normal,0
0.2526,0,4,243,76,honeypot_probe,1
0.1239,0,0,629,2395,normal,0
0.3618,0,0,1148,2341,normal,0
0.0845,0,4,748,2,honeypot_probe,1
0.0913,0,1,840,3099,normal,0
0.0139,0,3,15,32,ddos_attack,1
0.4003,0,0,417,951,normal,0
0.0064,0,0,973,888,normal,0
0.4776,0,0,576,2305,normal,0
0.0023,0,0,19,18,ddos_attack,1
0.8076,0,0,497,1758,normal,0
0.324,1,2,1144,625,normal,0
2.9697,1,1,1434,3716,normal,0
0.2796,0,0,1009,2146,normal,0
0.0062,0,0,20,57,ddos_attack,1
0.2152,0,4,1279,44,honeypot_probe,1
0.3125,1,2,1357,3038,normal,0
0.4166,0,2,86,1654,normal,0
0.2804,1,0,690,3238,normal,0
0.511,0,1,196,576,normal,0
0.0027,0,1,18,4,ddos_attack,1
0.1646,0,4,1096,93,honeypot_probe,1
0.1726,0,2,1496,3887,normal,0
0.0728,0,4,279,65,honeypot_probe,1
0.3102,1,1,1480,1717,normal,0
0.0075,0,0,48,10,ddos_attack,1
0.1625,1,0,1039,1746,normal,0
0.0886,1,1,588,3514,normal,0
0.1708,0,1,912,1090,normal,0
0.53,0,1,337,3738,normal,0
0.006,0,2,695,1376,normal,0
0.0614,0,4,1369,2,honeypot_probe,1
1.4969,0,1,1284,1075,normal,0
0.0105,0,4,501,3,honeypot_probe,1
1.0697,0,2,1295,2121,normal,0
0.0051,0,0,34,62,ddos_attack,1
1.2763,0,1,272,386,normal,0
0.1225,0,2,1351,1462,normal,0
0.3529,0,0,625,3007,normal,0
0.2794,0,2,1198,1767,normal,0
0.0095,0,0,18,19,ddos_attack,1
0.1252,0,1,906,2168,normal,0
0.0329,0,0,45,24,ddos_attack,1
0.0061,0,3,63,16,ddos_attack,1
0.4012,0,0,1098,3723,normal,0
0.4001,0,1,142,473,normal,0
1.1399,1,1,419,3119,normal,0
1.4294,0,0,518,3482,normal,0
0.2868,0,0,729,3170,normal,0
0.1603,0,4,1190,56,honeypot_probe,1
0.833,0,0,1458,2480,normal,0
0.3406,0,1,554,2913,normal,0
0.5957,1,0,154,727,normal,0
0.0274,0,2,496,544,normal,0
0.0125,0,3,36,41,ddos_attack,1
0.0355,1,2,662,1924,normal,0
0.0168,0,1,14,38,ddos_attack,1
0.0929,1,1,743,614,normal,0
0.0083,0,3,32,12,ddos_attack,1
0.0007,0,0,22,62,ddos_attack,1
0.2071,0,0,713,3136,normal,0
0.2936,0,2,1190,3816,normal,0
0.0262,0,4,1946,36,honeypot_probe,1
2.6853,0,3,754,3497,normal,0
0.7974,0,0,171,3515,normal,0
0.0227,0,3,773,253,normal,0
0.0891,0,0,393,3343,normal,0
0.0044,0,1,29,16,ddos_attack,1
0.0048,0,0,61,28,ddos_attack,1
0.3401,0,0,348,3236,normal,0
0.3468,1,1,1212,1716,normal,0
0.5701,1,0,1050,1051,normal,0
0.0462,0,4,591,17,honeypot_probe,1
0.0771,0,1,902,3776,normal,0
1.573,0,0,1310,2021,normal,0
0.0136,0,0,1443,4032,normal,0
0.0192,0,1,1004,702,normal,0
0.1697,1,0,1240,346,normal,0
0.1701,0,0,720,1096,normal,0
1.8154,0,1,289,2546,normal,0
0.0116,0,0,44,41,ddos_attack,1
0.118,0,0,757,2380,normal,0
0.0296,0,0,62,58,ddos_attack,1
0.082,0,2,131,2289,normal,0
0.2506,0,4,948,46,honeypot_probe,1
0.1055,0,1,278,1531,normal,0
0.4581,0,1,729,3727,normal,0
0.2577,1,0,1252,3315,normal,0
0.4773,0,1,982,2864,normal,0
0.1367,0,4,615,85,honeypot_probe,1
0.0385,0,4,973,60,honeypot_probe,1
0.4689,0,3,489,2601,normal,0
0.4251,0,2,194,1891,normal,0
0.0002,0,0,94,1012,normal,0
0.0423,0,0,1133,3288,normal,0
2.2987,0,1,1192,1488,normal,0
0.0191,0,0,121,1255,normal,0
0.8278,0,2,298,2818,normal,0
0.1421,1,0,175,3287,normal,0
0.1467,0,4,489,79,honeypot_probe,1
0.049,0,4,569,91,honeypot_probe,1
0.0813,0,0,1156,216,normal,0
0.1502,0,0,1014,4003,normal,0
0.1595,0,4,1431,81,honeypot_probe,1
0.0184,0,1,34,26,ddos_attack,1
0.0124,0,0,1321,3225,normal,0
0.0274,0,0,261,2974,normal,0
0.0326,0,1,561,2223,normal,0
0.2087,0,4,898,58,honeypot_probe,1
0.2678,1,1,1483,1673,normal,0
1.1076,1,0,1372,1041,normal,0
0.1037,0,4,359,41,honeypot_probe,1
0.0203,0,1,35,27,ddos_attack,1
0.0058,0,0,29,2,ddos_attack,1
0.1037,0,4,1174,29,honeypot_probe,1
0.0087,0,0,935,1517,normal,0
0.0005,0,0,45,41,ddos_attack,1
0.2062,1,2,1020,2493,normal,0
0.0417,0,4,1310,24,honeypot_probe,1
0.8863,0,0,831,3891,normal,0
0.3755,1,1,153,1889,normal,0
0.5277,0,3,429,4058,normal,0
0.2824,0,3,1442,748,normal,0
0.2133,0,0,415,2981,normal,0
0.0382,0,0,20,21,ddos_attack,1
0.017,0,4,1405,81,honeypot_probe,1
0.1223,0,4,694,42,honeypot_probe,1
0.029,0,2,1304,1005,normal,0
0.1979,0,0,842,1345,normal,0
0.271,0,1,340,1223,normal,0
0.2855,0,4,1443,5,honeypot_probe,1
0.0197,0,3,26,8,ddos_attack,1
0.3099,0,2,171,2376,normal,0
0.0031,0,0,19,46,ddos_attack,1
0.0043,0,0,23,36,ddos_attack,1
0.1129,0,4,1225,96,honeypot_probe,1
0.0006,0,1,20,60,ddos_attack,1
0.0313,0,4,527,46,honeypot_probe,1
1.3779,0,2,616,4052,normal,0
0.1403,1,0,1033,1982,normal,0
0.0659,0,3,68,3924,normal,0
0.4276,0,1,1488,3661,normal,0
1.1666,0,2,1089,2325,normal,0
0.6356,0,2,371,3451,normal,0
1.3451,0,2,649,3473,normal,0
0.1803,0,1,277,3605,normal,0
0.5582,0,0,1499,1338,normal,0
0.051,0,0,309,2054,normal,0
0.0009,0,0,28,50,ddos_attack,1
0.7728,1,1,889,3797,normal,0
0.4157,0,3,697,3333,normal,0
0.4183,1,0,1189,1601,normal,0
0.3705,1,1,167,3310,normal,0
0.0165,0,0,11,39,ddos_attack,1
2.4659,0,0,264,581,normal,0
0.1089,0,2,1296,3843,normal,0
1.1951,0,2,242,3421,normal,0
0.2438,0,1,98,2582,normal,0
0.0809,0,1,1302,2086,normal,0
0.0037,0,4,568,61,honeypot_probe,1
0.0039,0,0,59,62,ddos_attack,1
1.0765,1,3,392,3847,normal,0
0.0267,0,4,766,42,honeypot_probe,1
0.6135,1,0,1080,1561,normal,0
0.0263,0,1,31,3,ddos_attack,1
0.2153,0,1,384,2894,normal,0
0.0137,0,0,26,6,ddos_attack,1
0.0081,0,0,752,917,normal,0
1.1058,0,0,733,3667,normal,0
0.1571,0,2,507,240,normal,0
0.2221,0,3,820,1504,normal,0
0.05,0,4,1258,51,honeypot_probe,1
0.2004,0,3,1404,3865,normal,0
0.0127,0,3,129,3596,normal,0
0.0651,0,0,759,3689,normal,0
0.0081,0,0,52,8,ddos_attack,1
0.4455,0,2,837,1440,normal,0
0.0655,1,0,675,3766,normal,0
0.0872,0,4,1757,59,honeypot_probe,1
1.0128,0,1,1271,1808,normal,0
0.0389,0,4,1748,57,honeypot_probe,1
0.0151,0,1,46,37,ddos_attack,1
0.0945,0,4,359,40,honeypot_probe,1
0.0299,0,0,61,17,ddos_attack,1
1.1145,0,0,828,810,normal,0
0.0052,0,1,59,8,ddos_attack,1
0.447,0,3,1493,230,normal,0
0.0248,0,4,1900,38,honeypot_probe,1
0.0853,0,0,462,1851,normal,0
0.0896,0,2,1217,182,normal,0
0.7683,0,3,1441,3827,normal,0
0.0028,0,1,46,2,ddos_attack,1
0.2396,0,3,932,1863,normal,0
0.6536,0,0,807,3398,normal,0
0.2374,0,0,514,560,normal,0
0.2762,0,1,1011,476,normal,0
0.2388,0,0,1274,1675,normal,0
0.0388,0,3,670,1176,normal,0
0.2834,0,0,1357,2937,normal,0
0.036,0,4,274,19,honeypot_probe,1
0.0325,1,1,458,1777,normal,0
0.0361,0,1,675,1937,normal,0
0.3076,0,0,167,1109,normal,0
0.0655,0,0,1475,198,normal,0
1.6349,0,1,1101,3570,normal,0
0.2155,0,4,1963,40,honeypot_probe,1
0.0877,0,2,1387,1478,normal,0
0.2501,0,1,1336,887,normal,0
0.527,0,3,1432,726,normal,0
0.0479,0,1,504,2153,normal,0
0.2934,0,4,250,7,honeypot_probe,1
0.0013,0,0,1036,1546,normal,0
0.0007,0,0,1329,983,normal,0
0.0043,0,4,1877,1,honeypot_probe,1
0.1319,0,4,936,45,honeypot_probe,1
0.1251,0,0,1060,424,normal,0
0.3714,0,2,614,2313,normal,0
0.4647,0,1,90,2632,normal,0
0.0982,0,4,1148,59,honeypot_probe,1
0.0106,0,0,25,34,ddos_attack,1
0.0994,0,1,185,1568,normal,0
0.6411,0,3,216,3216,normal,0
0.1041,0,3,1056,3664,normal,0
0.0244,0,0,1051,360,normal,0
0.0112,0,0,30,44,ddos_attack,1
0.0814,0,1,872,1624,normal,0
0.9941,0,1,1409,2128,normal,0
0.0111,1,1,1141,1760,normal,0
0.8366,1,2,383,1526,normal,0
0.3236,0,1,619,3379,normal,0
0.0757,0,0,926,1998,normal,0
1.4153,1,1,1353,3075,normal,0
0.3643,0,2,913,3961,normal,0
0.6906,0,1,193,1545,normal,0
0.0043,0,1,26,17,ddos_attack,1
0.1382,0,4,1602,15,honeypot_probe,1
0.4814,0,0,1469,1606,normal,0
0.0984,0,4,1979,70,honeypot_probe,1
0.0313,0,4,1606,60,honeypot_probe,1
0.4304,0,1,1035,489,normal,0
0.2086,0,0,1239,1473,normal,0
0.0341,0,4,1092,13,honeypot_probe,1
0.3226,0,0,1106,2400,normal,0
0.0047,0,1,25,39,ddos_attack,1
0.6547,0,1,477,1506,normal,0
0.0608,0,4,1419,69,honeypot_probe,1
0.5889,0,1,126,2841,normal,0
0.0133,0,3,47,61,ddos_attack,1
0.7789,0,1,1372,811,normal,0
0.5085,1,3,844,2473,normal,0
0.0077,0,1,52,12,ddos_attack,1
0.024,0,0,20,49,ddos_attack,1
0.0012,0,1,62,44,ddos_attack,1
0.0095,0,0,19,22,ddos_attack,1
0.01,0,0,25,62,ddos_attack,1
0.3525,0,3,813,836,normal,0
0.8137,0,1,553,3968,normal,0
0.2301,0,2,488,3593,normal,0
0.3851,0,4,1474,82,honeypot_probe,1
0.0539,0,4,1451,2,honeypot_probe,1
0.0382,0,1,365,3269,normal,0
0.4748,1,3,1150,739,normal,0
1.7407,0,0,220,3686,normal,0
0.0918,0,3,433,2384,normal,0
0.0176,0,1,18,44,ddos_attack,1
0.0042,0,0,17,49,ddos_attack,1
0.073,0,4,769,69,honeypot_probe,1
0.0073,0,1,28,16,ddos_attack,1
0.3539,0,1,148,3723,normal,0
0.0643,0,0,1115,3023,normal,0
0.0007,0,3,24,35,ddos_attack,1
0.1485,0,4,1867,40,honeypot_probe,1
0.4488,0,0,193,1346,normal,0
0.19,0,4,1292,73,honeypot_probe,1
0.01,0,1,25,29,ddos_attack,1
0.004,0,0,44,0,ddos_attack,1
0.6,1,2,1101,1510,normal,0
0.0003,0,3,19,5,ddos_attack,1
0.1871,0,1,791,4030,normal,0
0.8387,0,0,550,2326,normal,0
0.4183,0,1,987,3839,normal,0
0.2463,0,3,678,3430,normal,0
0.0085,0,1,57,4,ddos_attack,1
0.5312,1,3,1161,580,normal,0
0.0191,0,1,26,19,ddos_attack,1
0.4391,0,1,572,839,normal,0
0.1666,1,0,364,2620,normal,0
0.0083,0,4,1215,70,honeypot_probe,1
0.0162,1,0,159,3551,normal,0
0.0369,1,2,1226,2421,normal,0
0.7916,1,1,1424,1289,normal,0
0.5827,1,0,1218,3109,normal,0
0.1891,0,0,1303,1787,normal,0
0.1082,0,1,518,1045,normal,0
0.2272,0,0,687,2382,normal,0
0.0082,0,4,796,54,honeypot_probe,1
0.0087,0,4,1820,49,honeypot_probe,1
0.3827,0,4,1459,34,honeypot_probe,1
1.1018,1,1,830,3342,normal,0
0.0108,0,3,53,59,ddos_attack,1
0.1352,0,1,575,3269,normal,0
0.0277,0,0,36,8,ddos_attack,1
1.1695,0,2,73,1619,normal,0
1.5411,1,0,1361,2585,normal,0
0.1174,0,0,1201,3686,normal,0
0.237,0,1,499,881,normal,0
0.8382,0,3,125,1718,normal,0
0.2008,0,4,230,73,honeypot_probe,1
1.3501,0,3,578,2616,normal,0
0.0616,0,3,1487,3365,normal,0
0.6147,0,0,848,3692,normal,0
0.011,0,0,244,3204,normal,0
0.0039,0,1,21,29,ddos_attack,1
0.9424,0,2,337,1690,normal,0
1.8931,0,1,725,2874,normal,0
0.0023,0,1,54,32,ddos_attack,1
0.1446,0,1,93,1453,normal,0
0.3376,0,1,1484,3288,normal,0
0.0815,0,4,772,43,honeypot_probe,1
0.0225,0,0,40,43,ddos_attack,1
1.5828,0,3,1121,1146,normal,0
0.4778,0,1,691,4043,normal,0
0.2342,0,3,93,2120,normal,0
0.0965,0,4,503,61,honeypot_probe,1
0.011,0,0,58,27,ddos_attack,1
0.0005,0,3,28,27,ddos_attack,1
0.3795,0,1,1416,1436,normal,0
0.4988,0,0,172,3614,normal,0
0.1461,0,1,1327,562,normal,0
0.0475,0,0,855,3050,normal,0
0.4053,0,0,669,702,normal,0
0.0009,0,2,197,3123,normal,0
0.0066,0,1,16,10,ddos_attack,1
0.4145,1,1,1117,2589,normal,0
0.1162,1,2,1081,2876,normal,0
0.886,1,0,379,3013,normal,0
0.0157,0,4,610,2,honeypot_probe,1
0.232,0,1,1374,403,normal,0
0.0945,0,4,878,90,honeypot_probe,1
0.8905,0,2,262,2192,normal,0
0.5026,0,3,728,983,normal,0
0.1101,0,4,1575,34,honeypot_probe,1
0.0032,0,0,42,42,ddos_attack,1
0.1042,0,2,274,178,normal,0
0.7172,0,3,217,709,normal,0
0.1821,0,0,711,2744,normal,0
0.0001,0,4,1722,87,honeypot_probe,1
0.0271,0,0,126,860,normal,0
0.1671,0,3,1201,4081,normal,0
0.0889,0,1,661,1830,normal,0
0.4814,1,1,1344,268,normal,0
0.0734,0,2,1346,2353,normal,0
0.9904,0,1,1243,1195,normal,0
1.2834,0,3,681,486,normal,0
0.0925,0,4,393,95,honeypot_probe,1
0.0192,0,1,42,50,ddos_attack,1
0.0923,0,2,689,1993,normal,0
0.3834,0,0,1025,221,normal,0
0.7575,0,3,830,2169,normal,0
0.2781,0,1,618,3892,normal,0
1.7434,0,2,963,3267,normal,0
0.0049,0,3,56,2,ddos_attack,1
0.4007,0,1,527,231,normal,0
0.0741,0,4,1009,1,honeypot_probe,1
0.2627,0,2,1452,1080,normal,0
0.2387,0,1,1427,2301,normal,0
0.309,0,1,935,3421,normal,0
0.4776,0,1,1395,1092,normal,0
0.154,0,2,1021,2380,normal,0
0.3243,0,2,539,2473,normal,0
0.0265,0,1,101,1760,normal,0
0.6323,1,2,257,2491,normal,0
0.392,0,0,885,3778,normal,0
0.0074,0,0,673,135,normal,0
0.2896,0,4,584,55,honeypot_probe,1
0.2171,0,0,598,271,normal,0
0.0025,0,0,39,62,ddos_attack,1
0.1411,0,2,1492,2786,normal,0
0.0024,0,1,14,61,ddos_attack,1
0.288,0,1,73,429,normal,0
0.389,0,1,1100,1541,normal,0
0.1293,0,1,69,3657,normal,0
1.251,0,2,1147,348,normal,0
0.0494,0,1,51,0,ddos_attack,1
0.1962,0,2,429,2833,normal,0
0.0044,0,0,31,49,ddos_attack,1
0.6387,0,0,1129,321,normal,0
0.739,0,1,543,2864,normal,0
0.7004,1,3,1403,2418,normal,0
2.0034,0,1,151,3731,normal,0
0.1217,0,4,670,97,honeypot_probe,1
0.0149,0,1,12,24,ddos_attack,1
